Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2018-06-06 11:46:27.056559,4039.677419354839,0,4019.677419354839,0,4100.645161290323,0,4156.451612903225,0,4079.0322580645166,0,4104.516129032258,0,4079.3548387096776,0,4076.451612903226,0,3552.258064516129,0,4026.1290322580644,0,4046.129032258065,0,4026.1290322580644,0,4065.161290322581,0,4039.3548387096776,0,0,0,?
2018-06-06 11:46:27.056559,4072.5806451612902,0,4037.0967741935488,0,4117.41935483871,0,4130.967741935484,0,4070.967741935484,0,4097.741935483871,0,4055.8064516129034,0,4060.645161290323,0,3452.258064516129,0,4051.935483870968,0,4071.935483870968,0,4050.967741935484,0,4070.0,0,4033.225806451613,0,0,0,?
2018-06-06 11:46:27.056559,4091.2903225806454,0,4135.806451612903,0,4132.580645161291,0,4147.41935483871,0,4092.9032258064517,0,4116.451612903225,0,4106.451612903226,0,4075.483870967742,0,3322.9032258064517,0,4075.8064516129034,0,4112.580645161291,0,4070.645161290323,0,4094.8387096774195,0,4096.451612903226,0,0,0,?
2018-06-06 11:46:27.088562,4074.516129032258,0,4117.096774193548,0,4115.1612903225805,0,4134.193548387097,0,4036.129032258065,0,4086.1290322580644,0,4063.8709677419356,0,4051.935483870968,0,3276.7741935483873,0,4013.8709677419356,0,4101.612903225807,0,4010.967741935484,0,4051.2903225806454,0,4046.129032258065,0,0,0,?
2018-06-06 11:46:27.098563,4071.935483870968,0,4069.0322580645166,0,4083.8709677419356,0,4146.774193548387,0,4077.7419354838707,0,4107.741935483871,0,4061.2903225806454,0,4073.548387096774,0,3257.4193548387098,0,4000.6451612903224,0,4079.6774193548385,0,4044.8387096774195,0,4051.2903225806454,0,4042.2580645161293,0,0,0,?
2018-06-06 11:46:27.098563,4074.5161290322585,0,4096.129032258064,0,4088.0645161290327,0,4097.096774193548,0,4043.225806451613,0,4103.548387096775,0,4056.1290322580644,0,4056.451612903226,0,3232.5806451612907,0,4021.2903225806454,0,4095.8064516129034,0,4081.935483870968,0,4005.1612903225805,0,4079.6774193548385,0,0,0,?
2018-06-06 11:46:27.122566,4057.0967741935488,0,4125.4838709677415,0,4093.5483870967746,0,4097.741935483871,0,4040.0,0,4090.0,0,4033.2258064516127,0,4036.129032258065,0,3335.1612903225805,0,4028.3870967741937,0,4100.967741935484,0,4105.806451612903,0,4052.2580645161293,0,4047.0967741935488,0,0,0,?
2018-06-06 11:46:27.122566,4089.0322580645166,0,4061.935483870968,0,4067.4193548387098,0,4142.580645161291,0,4043.5483870967746,0,4088.3870967741937,0,4050.967741935484,0,4054.8387096774195,0,3366.7741935483873,0,4030.967741935484,0,4105.1612903225805,0,4081.2903225806454,0,4060.967741935484,0,4033.8709677419356,0,0,0,?
2018-06-06 11:46:27.122566,4047.4193548387098,0,4092.258064516129,0,4079.6774193548385,0,4100.645161290323,0,4080.3225806451615,0,4100.0,0,4086.7741935483873,0,4080.645161290323,0,3398.3870967741937,0,4055.483870967742,0,4091.935483870968,0,4134.193548387097,0,4013.8709677419356,0,4056.129032258065,0,0,0,?
2018-06-06 11:46:27.122566,4083.225806451613,0,4120.322580645161,0,4067.4193548387098,0,4146.451612903225,0,4074.8387096774195,0,4076.1290322580644,0,4100.967741935484,0,4098.064516129032,0,3442.258064516129,0,4036.7741935483873,0,4117.419354838709,0,4117.419354838709,0,4043.8709677419356,0,4089.3548387096776,0,0,0,?
2018-06-06 11:46:27.128566,4106.129032258064,0,4130.322580645161,0,4075.483870967742,0,4117.096774193548,0,4071.935483870968,0,4100.322580645161,0,4096.129032258064,0,4082.9032258064517,0,3423.225806451613,0,4051.6129032258063,0,4130.322580645161,0,4126.129032258064,0,4039.0322580645166,0,4077.4193548387098,0,0,0,?
2018-06-06 11:46:27.129567,4075.1612903225805,0,4101.612903225807,0,4098.064516129032,0,4126.774193548387,0,4095.483870967742,0,4072.5806451612902,0,4079.032258064516,0,4113.548387096775,0,3521.2903225806454,0,4047.741935483871,0,4100.967741935484,0,4138.709677419355,0,4065.483870967742,0,4072.258064516129,0,0,0,?
2018-06-06 11:46:27.129567,4080.6451612903224,0,4126.451612903226,0,4107.741935483871,0,4111.612903225807,0,4103.870967741936,0,4100.322580645161,0,4104.193548387097,0,4078.7096774193546,0,3559.032258064516,0,4073.5483870967746,0,4129.354838709678,0,4099.354838709678,0,4083.8709677419356,0,4072.258064516129,0,0,0,?
2018-06-06 11:46:27.134567,4115.1612903225805,0,4129.677419354839,0,4099.677419354839,0,4116.451612903225,0,4111.290322580645,0,4103.225806451613,0,4093.548387096774,0,4084.1935483870966,0,3612.2580645161293,0,4105.483870967742,0,4124.5161290322585,0,4111.290322580646,0,4092.2580645161293,0,4080.967741935484,0,0,0,?
2018-06-06 11:46:27.134567,4130.967741935484,0,4143.225806451613,0,4100.0,0,4098.387096774194,0,4091.6129032258063,0,4108.709677419355,0,4081.6129032258063,0,4087.0967741935483,0,3607.4193548387098,0,4116.774193548387,0,4173.870967741936,0,4152.580645161291,0,4115.4838709677415,0,4109.354838709677,0,0,0,?
2018-06-06 11:46:27.134567,4145.4838709677415,0,4135.806451612903,0,4139.677419354839,0,4104.516129032258,0,4080.6451612903224,0,4114.193548387097,0,4073.2258064516127,0,4109.677419354839,0,3661.6129032258063,0,4070.0,0,4132.903225806452,0,4140.0,0,4105.483870967742,0,4099.032258064516,0,0,0,?
2018-06-06 11:46:27.139568,4096.774193548387,0,4146.129032258064,0,4127.419354838709,0,4106.129032258064,0,4078.064516129032,0,4106.451612903225,0,4070.967741935484,0,4080.967741935484,0,3618.3870967741937,0,4074.1935483870966,0,4142.580645161291,0,4134.193548387097,0,4150.967741935484,0,4070.6451612903224,0,0,0,?
2018-06-06 11:46:27.139568,4097.096774193548,0,4122.580645161291,0,4139.354838709677,0,4113.225806451613,0,4073.2258064516127,0,4110.322580645162,0,4068.064516129032,0,4075.1612903225805,0,3714.516129032258,0,4127.741935483871,0,4127.741935483871,0,4142.580645161291,0,4086.7741935483873,0,4117.096774193548,0,0,0,?
2018-06-06 11:46:27.139568,4100.0,0,4091.2903225806454,0,4111.935483870968,0,4107.096774193548,0,4075.8064516129034,0,4082.9032258064517,0,4077.0967741935483,0,4071.6129032258063,0,3716.1290322580644,0,4115.806451612903,0,4121.612903225807,0,4165.1612903225805,0,4072.9032258064517,0,4073.2258064516127,0,0,0,?
2018-06-06 11:46:27.139568,4108.064516129032,0,4065.483870967742,0,4144.516129032258,0,4106.451612903225,0,4089.3548387096776,0,4108.387096774193,0,4112.258064516129,0,4082.9032258064517,0,3791.935483870968,0,4126.774193548387,0,4142.258064516129,0,4128.064516129032,0,4135.4838709677415,0,4097.096774193548,0,0,0,?
2018-06-06 11:46:27.157569,4108.064516129032,0,4065.483870967742,0,4144.516129032258,0,4106.451612903225,0,4089.3548387096776,0,4108.387096774193,0,4112.258064516129,0,4082.9032258064517,0,3791.935483870968,0,4126.774193548387,0,4142.258064516129,0,4128.064516129032,0,4135.4838709677415,0,4097.096774193548,0,0,0,?
2018-06-06 11:46:27.157569,4096.774193548387,0,4064.8387096774195,0,4121.612903225807,0,4104.8387096774195,0,4075.483870967742,0,4068.3870967741937,0,4090.6451612903224,0,4071.2903225806454,0,3833.2258064516127,0,4112.258064516129,0,4113.548387096775,0,4129.354838709677,0,4118.709677419355,0,4131.935483870968,0,0,0,?
2018-06-06 11:46:27.163570,4139.354838709678,0,4092.2580645161293,0,4134.516129032258,0,4107.419354838709,0,4093.548387096774,0,4098.064516129032,0,4099.032258064516,0,4067.0967741935483,0,3860.6451612903224,0,4114.193548387097,0,4139.032258064516,0,4109.677419354839,0,4115.1612903225805,0,4146.774193548387,0,0,0,?
2018-06-06 11:46:27.169571,4105.806451612903,0,4094.193548387097,0,4144.8387096774195,0,4114.193548387097,0,4113.548387096775,0,4089.6774193548385,0,4116.451612903225,0,4064.8387096774195,0,3847.0967741935483,0,4102.903225806452,0,4097.41935483871,0,4143.870967741936,0,4102.580645161291,0,4097.741935483871,0,0,0,?
2018-06-06 11:46:27.180572,4135.1612903225805,0,4104.8387096774195,0,4114.5161290322585,0,4106.774193548387,0,4095.8064516129034,0,4069.6774193548385,0,4070.6451612903224,0,4099.354838709678,0,3899.032258064516,0,4114.5161290322585,0,4145.806451612903,0,4116.774193548387,0,4104.516129032258,0,4142.258064516129,0,0,0,?
2018-06-06 11:46:27.186572,4141.290322580646,0,4091.6129032258063,0,4144.193548387097,0,4112.580645161291,0,4105.806451612903,0,4123.225806451613,0,4093.548387096774,0,4082.258064516129,0,3889.3548387096776,0,4116.129032258064,0,4146.451612903226,0,4122.903225806452,0,4146.451612903225,0,4125.1612903225805,0,0,0,?
2018-06-06 11:46:27.213575,4136.451612903226,0,4074.8387096774195,0,4135.483870967742,0,4108.387096774193,0,4142.258064516129,0,4112.903225806452,0,4145.806451612903,0,4077.7419354838707,0,3910.645161290323,0,4076.7741935483873,0,4121.612903225807,0,4106.129032258064,0,4124.8387096774195,0,4107.41935483871,0,0,0,?
